BİGA FM,https://vofile.ru/turkey/biga-fm/icecast.audio
BİLECİK FM,http://bilecikfm.kesintisizyayin.com:9980/;
BİLECİK FM,https://radio-streaming.net/turkey/bilecik-fm/icecast.audio
BİLECİK RADYO 11,http://95.173.161.131:9832/;
BİLECİK RADYO 11,http://ip131.radyotelekom.com:9832/;
BİNGÖL FM,http://yayin1.canliyayin.org:8844/;
BİNGÖL FM,http://yayin1.canliyayin.org:8844/;
BİNGÖL RADYO AZELYA,http://radyoazelya.radyotvyayini.com:9052/;
BİZ FM,https://bizzfm.radioca.st/stream.mp3
BİZİM RADYO,http://95.173.188.156:9986/;
CAN FM ISTANBUL,https://canfmgen.80.yayin.com.tr
CAN RADYO Kayseri,http://canradyo.kesintisizyayin.com:3838/;
CAN RADYO İzmir,http://yayin1.yayindakiler.com:3124/;
CAN RADYO İzmir,https://vofile.ru/turkey/can_radyo_93_3/icecast.audio
CANTÜRK FM,http://canturkfm.kesintisizyayin.com:9300/;
CANTÜRK FM,https://ssl180.ozelip.com/asistan/stream/e7fffc27d21e649499ecaba8ea5b392f
CEM RADYO,https://yayin2.canliyayin.org:10924/;
CEMRE FM,http://yayin1.canliyayin.org:8024/;
CEMRE FM,https://vofile.ru/turkey/cemre_fm_dinle/icecast.audio
CLASSICLAND,https://moondigitaledge.radyotvonline.net/classicland/playlist.m3u8
CNN TÜRK RADYO,https://cdn.duhnet.tv/S2/HLS_LIVE/cnnradyo/index.m3u8
CNN TÜRK RADYO,https://radyo.duhnet.tv/cnnturk
DALAMAN SAHİL FM,http://onlinedinle.com:5252/;
DALAMAN SAHİL FM,https://radio-streaming.net/turkey/sahil-97-4-fm/playlist.m3u8
DAMAR FM,https://yayin.damarfm.com/stream
DAMAR TÜRK FM,http://185.9.37.59:7966/;
DAMAR TÜRK FM,https://live.radyositesihazir.com:10997/,
DAMAR TÜRK FM,https://ssl123.ozelip.com:7014/;stream.mp3
DAMARIN KALBİ FM,https://sp.radyotescil.com/8004/stream
DAMLA FM,http://yayin.rtmp.org:8750/;?1587655600936
DAMLA FM,https://vofile.ru/turkey/damla_fm/icecast.audio
DANCELAND,https://moondigitaledge.radyotvonline.net/danceland/playlist.m3u8
DEM RADYO,https://yayin.radyodem.com:8000/stream/;stream.mp3
DENIZ FM INTERNET,http://radyo.hostlan.net:8018/;
DENİZ FM Kayseri,http://yayin1.yayindakiler.com:3180/test.aac
DENİZ FM Kayseri,https://reshun.ru/turkey/deniz-fm-kayseri/icecast.audio
DENİZLİ BİZİM İLLER RADYO,http://yayin.yayindakiler.com:4078/;
DENİZLİ DOSTLAR FM,http://95.173.188.166:9848/;
DENİZLİ RADYO DEVA Arabesk,https://radyopanel.turkwebdizayn.com:10994/stream
DENİZLİ RADYO DEVA Oyun Havaları,https://radyopanel.turkwebdizayn.com:10992/stream
DENİZLİ RADYO DEVA Türkçe Müzik,https://radyopanel.turkwebdizayn.com:10991/stream
DENİZLİ RADYO DEVA Yabancı Müzik,https://radyopanel.turkwebdizayn.com:10993/stream
DENİZLİ SES RADYO,http://95.173.188.166:9300/;
DERYA FM Konya,http://nonstopkonya.canliyayinda.com:9898/;stream.mp3
DEĞİŞİM RADYO,http://yayin1.yayindakiler.com:3120/;
DISCOLAND,https://moondigitaledge.radyotvonline.net/discoland/playlist.m3u8
DOKSAN FM,https://radyopanel.turkwebdizayn.com/9988/stream
DOKSANLAR,https://moondigitaledge.radyotvonline.net/radyolanddoksanlar/playlist.m3u8
DOST FM Ankara,http://yayin.dostfm.com:8920/;
DOST FM Ankara,https://vofile.ru/turkey/dost_fm_dinle/icecast.audio
DOST FM Hatay,http://yayin.netyayin.net:1515/streype=.mp3
DREAM FM,http://95.154.193.6:8079/stream
DREAMTÜRK FM,https://radyo.duhnet.tv/dreamturk
DUY FM,https://anadolu.liderhost.com.tr:10963/;
DÜZCE RADYO KENT,https://anadolu.liderhost.com.tr:10905/;
DİJİTAL RADYO,http://94.23.8.100:9406/stream;
DİJİTAL RADYO,http://yayin.liderhost.net:9406/;
DİJİTAL RADYO,http://yayin.liderhost.net:9406/DİJİTAL RADYO
DİJİTAL RADYO,https://anadolu.liderhost.com.tr:10961/;
DİNAMO FM,https://channels.dinamo.fm/legacy-mp3
DİYANET KURAN RADYO,https://eustr73.mediatriple.net/videoonlylive/mtikoimxnztxlive/broadcast_5e3c14192aa92.smil/playlist.m3u8
DİYANET RADYO,https://eustr73.mediatriple.net/videoonlylive/mtikoimxnztxlive/broadcast_5e3c1171d7d2a.smil/playlist.m3u8
DİYANET RİSALET RADYO,https://eustr73.mediatriple.net/videoonlylive/mtikoimxnztxlive/broadcast_5e3c1520b2626.smil/playlist.m3u8
DİYARBAKIR AMED RADYO,http://95.173.162.182:9992/;
DİYARBAKIR DOĞAN 21 FM,http://yayin1.yayindakiler.com:3024/;
EASYLAND,https://moondigitaledge.radyotvonline.net/easyland/playlist.m3u8
EFKAR,https://22323.live.streamtheworld.com/SC008_SO1AAC.aac
EFSANE 4'LÜ,http://37.247.98.8/stream/19/
EFSANE 4'LÜ,https://moondigitalmaster.radyotvonline.net/efsane4lu/playlist.m3u8
EGE FM,http://sunucu.radyodinle.com:2024/;
EGE HAVALARI,http://37.247.98.8/stream/29/
EGE HAVALARI,https://moondigitalmaster.radyotvonline.net/egehavalari/playlist.m3u8
EKİN RADYO,http://yayin.turkhosted.com:6006/;
ELAZIĞ EZGİ RADYO,http://sunucu.radyodinle.com:1782/;
ELAZIĞ MAVİ RADYO,https://ssl.elazigmaviradyo.com/ssl/6066
ELAZIĞ RADYO HAZAR,http://radyo.yayin.com.tr:8286/;
ELAZIĞ RADYO HAZAR,http://radyohazar.canliyayinda.com:8286/;
ELAZIĞ RADYO KENT,http://yayin.yayindakiler.com:4044/;stream/1
ELBİSTAN RADYO UMUT,http://yayin.canliyayin.org:8892/;
ENDERUN FM,http://yayin2.canliyayin.org:7052/;
ERCİŞ FM,https://anadolu.liderhost.com.tr:10970/;
ERDEK FM Balıkesir,http://95.173.162.181:9912/;
EREĞLİ DEMOKRAT FM,https://radyo.akyuznet.com.tr/radio/8160/radio.mp3
ERKAM RADYO,http://5.44.154.18:9000/;
ERKAM RADYO,https://usd.nocvp.com/asset/7G7oEaxS/playlist.m3u8
ERZURUM RADYO RITM,http://radyo.yayin.com.tr:8091/;
ERZURUM İMAJ FM,http://sunucu.radyodinle.com:9797/;
ERZİNCAN RADYO DOST,http://yayin1.yayindakiler.com:3156/;
ERZİNCAN RADYO TEK,http://yayin2.yayindakiler.com:4202/;
ERZİNCAN İNCİTEK FM,http://yayin2.yayindakiler.com:4204/;
ES FM,http://yayin.yayindakiler.com:4012/;
ESAS RADYO,http://yayin.turkhosted.com:6034/;
ESKİŞEHİR TEMPO RADYO,http://217.195.193.2:9988/;
ESKİŞEHİR TEMPO RADYO,https://vofile.ru/turkey/Tempo_Radyo/icecast.audio
ESSEX TURKİSH RADİO,https://anadolu.liderhost.com.tr:10947/;
EVRENSEL FM,http://94.102.4.29:9996/;
EVRENSEL RADYO,https://anadolu.liderhost.com.tr:10990/
EViN FM,http://EvinFm.Com:9500
EYNESİL MERCAN FM,https://ip169.ozelip.com:10975/;stream.nsv&type=mp3
EZGİ RADYO,http://sunucu.radyodinle.com:1782/;
FENOMEN AKUSTİK,https://listen.radyofenomen.com/fenomenakustik/128/icecast.audio
FENOMEN CLUBBİN,https://listen.radyofenomen.com/fenomenclubbin/128/icecast.audio
FENOMEN DANS,https://listen.radyofenomen.com/fenomendans/128/icecast.audio
FENOMEN KARIŞIK,https://listen.radyofenomen.com/fenomenkarisik/128/icecast.audio
FENOMEN ORİENTAL,https://listen.radyofenomen.com/fenomenoriental/128/icecast.audio
FENOMEN POP,https://listen.radyofenomen.com/fenomenpop/128/icecast.audio
FENOMEN RAP,https://listen.radyofenomen.com/fenomenrap/128/icecast.audio
FENOMEN TÜRK,https://listen.radyofenomen.com/fenomenturk/128/icecast.audio
FENOMEN TÜRKÇE RAP,https://listen.radyofenomen.com/fenomenturkrap/128/icecast.audio
FENOMEN,https://listen.radyofenomen.com/fenomen/128/icecast.audio
FIRAT FM,https://anadolu.liderhost.com.tr:10913/;
FISTIK FM,http://yayin1.yayindakiler.com:2036/;stream.nsv
FISTIK FM,https://radyo.yayindakiler.com/stream/gaziantepfistik
FISTIK FM,https://vofile.ru/turkey/fistik_fm/icecast.audio
FLOW,https://moondigitaledge.radyotvonline.net/flow/playlist.m3u8
FM 23 Elazığ,http://radyo.yayin.com.tr:8280/;
FM 23 Elazığ,http://radyofm23.canliyayinda.com:8280/STREAM
FON RADYO Malatya,http://sunucu.radyodinle.com:9188/;
FORA FM VIYANA,https://ssl120.radyotelekom.com.tr:10910/;
FURKAN RADYO,http://62.210.70.80:6191/;
FURKAN RADYO,http://yayin.yayindakiler.com:6191/;
FURKAN RADYO,https://radio-streaming.net/turkey/furkan-radyo-kayseri/playlist.m3u8
FİLİZ FM,http://sunucu.radyodinle.com:6746/;
GAP FM,https://anadolu.liderhost.com.tr:10891/;
GARAJ RADYO,http://ssl3.radyotvonline.com/radyoland/garajradyo.stream/playlist.m3u8
GAZİANTEP RADYO KİLİM,http://sunucu.radyodinle.com:2727/;
GAZİANTEP RADYO KİLİM,http://yayin.netyayin.net:2727/;
GAZİANTEP RADYO ŞİRİNNAR,http://yayin.yayindakiler.com:4048/;
GEBZE FM,http://gebzefm.radyotvyayini.com:9530/;
GEBZE GÜL FM,http://yayin2.canliyayin.org:8866/;
GECEKUŞU FM,https://radyo1.radyo-dinle.tc:7053/;
GENERAL FM,http://37.59.205.232:9342/;
GENÇ KRAL FM Kayseri,https://anadolu.liderhost.com.tr/8090/;
GENÇ KRAL FM İstanbul,https://anadolu.liderhost.com.tr:10991/;
GENÇ RADYO Konya,http://yayin.turkhosted.com:6030/;
GENÇ RADYO,http://dijimedya.radyotvonline.net/gncradyo
GENÇ İMAJ FM,https://anadolu.liderhost.com.tr:10950/;
GEREDE FM,http://yayin.yayindakiler.com:4058/;
GOLD FM Lüleburgaz,http://yayin2.yayindakiler.com:4252/;
GOLD FM,http://dijimedya.radyotvonline.net/goldfm
GOLD TÜRK,http://dijimedya.radyotvonline.net/goldturk
GREEKLAND,https://moondigitaledge.radyotvonline.net/greekland/playlist.m3u8
GURBETÇİ RADYO,https://radyo1.radyo-dinle.tc:7009/;
GÖKKUŞAĞI RADYO,http://gokkusagiradyo.kesintisizyayin.com:8008/;?1610699628161
GÖKSU FM,https://ssl162.ozelip.com/asistan/stream/649d2a604c2eb8cdf9de00d9c18d8923
GÖL RADYO Bingöl,http://yayin.yayindakiler.com:3010/;
